timestamp,inGameName,price
2025-08-18 22:22:00-05:00,StarLight,28.786068570085995
2025-08-18 22:22:00-05:00,Yuto,49.52787872381407
2025-08-18 22:22:00-05:00,d,46.51522870061183
2025-08-18 22:22:00-05:00,Trainer#3487,40.320606034290655
2025-08-18 22:22:00-05:00,Wither,51.390338499799064
2025-08-18 22:22:00-05:00,Twice,50.29043758810209
2025-08-18 22:22:00-05:00,WaveofGratitude,44.88878377713818
2025-08-18 22:22:00-05:00,Walzy,31.86549832921559
2025-08-18 22:22:00-05:00,Top,30.62557862738711
2025-08-18 22:22:00-05:00,Dill Dough,48.74730285909515
2025-08-18 22:22:00-05:00,AO,46.041976054974974
2025-08-18 22:22:00-05:00,Ray,36.69120580557285
2025-08-18 22:22:00-05:00,Epidemic,71.89384418986269
2025-08-18 22:22:00-05:00,Claimses,44.886503352840556
2025-08-18 22:22:00-05:00,Ermereas,41.949091135278444
2025-08-18 22:22:00-05:00,Eunoia,40.463995826213555
2025-08-18 22:22:00-05:00,Gearras,38.808751785337726
2025-08-18 22:22:00-05:00,GhostlyInsomnia,32.256251002034645
2025-08-18 22:22:00-05:00,Iyy,52.148754544059216
2025-08-18 22:22:00-05:00,SmillBisser,35.353670502641634
2025-08-18 22:22:00-05:00,Kei,42.811991256776764
2025-08-18 22:22:00-05:00,Kino,43.02552879503987
2025-08-18 22:22:00-05:00,gumgum,41.78482805297246
2025-08-18 22:22:00-05:00,CashBaggins,52.00200387050031
2025-08-18 22:22:00-05:00,Kurumi,39.36990431969268
2025-08-18 22:22:00-05:00,cinciol,18.390231757360954
2025-08-18 22:22:00-05:00,Maslow,42.4209937155438
2025-08-18 22:22:00-05:00,Pygums,34.884429170880324
2025-08-18 22:22:00-05:00,Keyevin,33.53130775031748
2025-08-18 22:22:00-05:00,s,33.89051034193944
2025-08-18 23:56:00-05:00,StarLight,28.533409809032797
2025-08-18 23:56:00-05:00,Yuto,49.08847833214052
2025-08-18 23:56:00-05:00,d,44.887194783375584
2025-08-18 23:56:00-05:00,Trainer#3487,40.04312551756178
2025-08-18 23:56:00-05:00,Wither,56.63762795925067
2025-08-18 23:56:00-05:00,Twice,48.77060948402134
2025-08-18 23:56:00-05:00,WaveofGratitude,48.40832517473373
2025-08-18 23:56:00-05:00,Walzy,33.6789185145867
2025-08-18 23:56:00-05:00,Top,30.636835425794324
2025-08-18 23:56:00-05:00,Dill Dough,45.02744624149005
2025-08-18 23:56:00-05:00,AO,46.30895252391307
2025-08-18 23:56:00-05:00,Ray,37.69699933482187
2025-08-18 23:56:00-05:00,Epidemic,69.03114287459044
2025-08-18 23:56:00-05:00,Claimses,45.15919908142244
2025-08-18 23:56:00-05:00,Ermereas,41.840506031747594
2025-08-18 23:56:00-05:00,Eunoia,40.16986671721725
2025-08-18 23:56:00-05:00,Gearras,38.64123365254179
2025-08-18 23:56:00-05:00,GhostlyInsomnia,32.266732890911385
2025-08-18 23:56:00-05:00,Iyy,50.13930445322574
2025-08-18 23:56:00-05:00,SmillBisser,34.79613289685374
2025-08-18 23:56:00-05:00,Kei,34.723326052532386
2025-08-18 23:56:00-05:00,Kino,43.94958394178524
2025-08-18 23:56:00-05:00,gumgum,39.20430071476114
2025-08-18 23:56:00-05:00,CashBaggins,54.53867593928126
2025-08-18 23:56:00-05:00,Kurumi,38.93542518309582
2025-08-18 23:56:00-05:00,cinciol,18.397145914726785
2025-08-18 23:56:00-05:00,Maslow,36.92837611972212
2025-08-18 23:56:00-05:00,Pygums,34.63535577908518
2025-08-18 23:56:00-05:00,Keyevin,33.81693157278912
2025-08-18 23:56:00-05:00,s,32.71216996506204
2025-08-19 01:17:00-05:00,StarLight,28.626949868532442
2025-08-19 01:17:00-05:00,Yuto,44.175870605385384
2025-08-19 01:17:00-05:00,d,45.785438763679835
2025-08-19 01:17:00-05:00,Trainer#3487,45.6485013984349
2025-08-19 01:17:00-05:00,Wither,58.727188830533876
2025-08-19 01:17:00-05:00,Twice,48.69286789279727
2025-08-19 01:17:00-05:00,WaveofGratitude,53.16267760492123
2025-08-19 01:17:00-05:00,Walzy,34.06671823708135
2025-08-19 01:17:00-05:00,Top,30.6465307344646
2025-08-19 01:17:00-05:00,Dill Dough,45.909700148602084
2025-08-19 01:17:00-05:00,AO,46.61879949365632
2025-08-19 01:17:00-05:00,Ray,37.43519136181965
2025-08-19 01:17:00-05:00,Epidemic,69.3937655360381
2025-08-19 01:17:00-05:00,Claimses,45.37111845925109
2025-08-19 01:17:00-05:00,Ermereas,42.24780657103694
2025-08-19 01:17:00-05:00,Eunoia,40.593449301378854
2025-08-19 01:17:00-05:00,Gearras,38.41904862523424
2025-08-19 01:17:00-05:00,GhostlyInsomnia,32.275761511076446
2025-08-19 01:17:00-05:00,Iyy,54.51845458039245
2025-08-19 01:17:00-05:00,SmillBisser,35.170389968752616
2025-08-19 01:17:00-05:00,Kei,34.729883727686705
2025-08-19 01:17:00-05:00,Kino,44.69185802927108
2025-08-19 01:17:00-05:00,gumgum,40.20659122551009
2025-08-19 01:17:00-05:00,CashBaggins,53.37146119389837
2025-08-19 01:17:00-05:00,Kurumi,38.87733690699646
2025-08-19 01:17:00-05:00,cinciol,18.42249359097703
2025-08-19 01:17:00-05:00,Maslow,34.70480126558382
2025-08-19 01:17:00-05:00,Pygums,34.61554325744511
2025-08-19 01:17:00-05:00,Keyevin,33.78962228545527
2025-08-19 01:17:00-05:00,s,32.9132488619363
2025-08-19 04:16:00-05:00,StarLight,32.79455438240353
2025-08-19 04:16:00-05:00,Yuto,50.70782976123017
2025-08-19 04:16:00-05:00,d,47.422296773005094
2025-08-19 04:16:00-05:00,Trainer#3487,50.53362185942134
2025-08-19 04:16:00-05:00,Wither,60.94746673147927
2025-08-19 04:16:00-05:00,Twice,50.311697895907635
2025-08-19 04:16:00-05:00,WaveofGratitude,54.07841344716274
2025-08-19 04:16:00-05:00,Walzy,34.17991029320058
2025-08-19 04:16:00-05:00,Top,30.667940779094327
2025-08-19 04:16:00-05:00,Dill Dough,45.523005781485
2025-08-19 04:16:00-05:00,AO,48.66198472401594
2025-08-19 04:16:00-05:00,Ray,37.60640528706137
2025-08-19 04:16:00-05:00,Epidemic,73.12155336604312
2025-08-19 04:16:00-05:00,Claimses,48.825498317976155
2025-08-19 04:16:00-05:00,Ermereas,43.20668463182979
2025-08-19 04:16:00-05:00,Eunoia,44.92238076742838
2025-08-19 04:16:00-05:00,Gearras,44.10645826558419
2025-08-19 04:16:00-05:00,GhostlyInsomnia,32.2957017002449
2025-08-19 04:16:00-05:00,Iyy,65.20560452613071
2025-08-19 04:16:00-05:00,SmillBisser,35.45645286528048
2025-08-19 04:16:00-05:00,Kei,40.52597022165009
2025-08-19 04:16:00-05:00,Kino,42.071332575845226
2025-08-19 04:16:00-05:00,gumgum,42.97016282064887
2025-08-19 04:16:00-05:00,CashBaggins,57.043125643455674
2025-08-19 04:16:00-05:00,Kurumi,40.743061027397765
2025-08-19 04:16:00-05:00,cinciol,18.466036357523755
2025-08-19 04:16:00-05:00,Maslow,42.69336435575197
2025-08-19 04:16:00-05:00,Pygums,37.7928322194783
2025-08-19 04:16:00-05:00,Keyevin,36.768248977802955
2025-08-19 04:16:00-05:00,s,30.916075902805353
2025-08-19 04:48:00-05:00,StarLight,32.608887451990434
2025-08-19 04:48:00-05:00,Yuto,49.53296816346824
2025-08-19 04:48:00-05:00,d,46.98330868888748
2025-08-19 04:48:00-05:00,Trainer#3487,49.44369409056809
2025-08-19 04:48:00-05:00,Wither,59.56732682732838
2025-08-19 04:48:00-05:00,Twice,52.0597677792965
2025-08-19 04:48:00-05:00,WaveofGratitude,55.67196207872879
2025-08-19 04:48:00-05:00,Walzy,34.0543516783006
2025-08-19 04:48:00-05:00,Top,30.67176604450039
2025-08-19 04:48:00-05:00,Dill Dough,44.49840123305284
2025-08-19 04:48:00-05:00,AO,49.23154685619083
2025-08-19 04:48:00-05:00,Ray,37.50335198026824
2025-08-19 04:48:00-05:00,Epidemic,69.99707025858244
2025-08-19 04:48:00-05:00,Claimses,48.28078265154532
2025-08-19 04:48:00-05:00,Ermereas,42.57969554079208
2025-08-19 04:48:00-05:00,Eunoia,43.268488995996684
2025-08-19 04:48:00-05:00,Gearras,44.886019917052806
2025-08-19 04:48:00-05:00,GhostlyInsomnia,32.2992646963455
2025-08-19 04:48:00-05:00,Iyy,66.12670101204915
2025-08-19 04:48:00-05:00,SmillBisser,35.59990319675419
2025-08-19 04:48:00-05:00,Kei,40.11068504681086
2025-08-19 04:48:00-05:00,Kino,41.70484798890568
2025-08-19 04:48:00-05:00,gumgum,42.87830872215273
2025-08-19 04:48:00-05:00,CashBaggins,55.33300165850059
2025-08-19 04:48:00-05:00,Kurumi,38.979349198379886
2025-08-19 04:48:00-05:00,cinciol,18.47466875853912
2025-08-19 04:48:00-05:00,Maslow,41.68058661728511
2025-08-19 04:48:00-05:00,Pygums,38.21956103055298
2025-08-19 04:48:00-05:00,Keyevin,37.40742353302063
2025-08-19 04:48:00-05:00,s,30.583530239116115
2025-08-19 05:27:00-05:00,StarLight,31.940159092876016
2025-08-19 05:27:00-05:00,Yuto,48.141866994768876
2025-08-19 05:27:00-05:00,d,46.40136464714954
2025-08-19 05:27:00-05:00,Trainer#3487,48.92674669543501
2025-08-19 05:27:00-05:00,Wither,59.62990033539284
2025-08-19 05:27:00-05:00,Twice,55.35695297149294
2025-08-19 05:27:00-05:00,WaveofGratitude,52.886450148897524
2025-08-19 05:27:00-05:00,Walzy,34.51729173374494
2025-08-19 05:27:00-05:00,Top,30.67642717424989
2025-08-19 05:27:00-05:00,Dill Dough,44.933866934317805
2025-08-19 05:27:00-05:00,AO,47.00327591968648
2025-08-19 05:27:00-05:00,Ray,37.25800275829939
2025-08-19 05:27:00-05:00,Epidemic,72.02340172171968
2025-08-19 05:27:00-05:00,Claimses,47.59682279128878
2025-08-19 05:27:00-05:00,Ermereas,42.58442860343481
2025-08-19 05:27:00-05:00,Eunoia,43.81862851168591
